! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                            NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF05_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0.000000                 Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
0.000000                 alpha0      ! 0-lift angle of attack, depends on airfoil.
0.000000                 alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
0.000000                 alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
0.000000                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
0.000000                 Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.000000                 Cd0         ! 2D drag coefficient value at 0-lift.
0.000000                 Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  1.54114505447825e-03  0.00000000000000e+00
-1.77000000000000e+02  1.18372463329435e-01  1.54114505447825e-03  1.16302193369800e-01
-1.74000000000000e+02  2.36744926658871e-01  1.54114505447825e-03  2.32604386739601e-01
-1.71000000000000e+02  3.55117389988305e-01  1.54114505447825e-03  3.48906580109401e-01
-1.68000000000000e+02  4.73489854711111e-01  1.69104432700456e-02  4.21941921346721e-01
-1.65000000000000e+02  5.91862320134186e-01  3.62312376727493e-02  4.72709707189365e-01
-1.62000000000000e+02  7.10234785557260e-01  5.45113705639905e-02  5.22707085170673e-01
-1.59000000000000e+02  8.02054684560166e-01  8.88952407316863e-02  5.53336324710928e-01
-1.56000000000000e+02  8.45495339347224e-01  1.51264603317837e-01  5.46768184865000e-01
-1.53000000000000e+02  8.91467364369680e-01  2.13619251943776e-01  5.40200045019073e-01
-1.50000000000000e+02  9.29217157869406e-01  2.75968235771443e-01  5.33630882716031e-01
-1.47000000000000e+02  8.92031091764355e-01  3.52770990973757e-01  5.18242179774749e-01
-1.44000000000000e+02  8.54842498844869e-01  4.29569733739274e-01  5.02853476833468e-01
-1.41000000000000e+02  8.17648852296513e-01  5.06009626994794e-01  4.87464773892186e-01
-1.38000000000000e+02  7.81475488476233e-01  5.84075742977077e-01  4.80457694238652e-01
-1.35000000000000e+02  7.45832715094282e-01  6.65617928211111e-01  4.77810002794088e-01
-1.32000000000000e+02  7.10197841233008e-01  7.47531295387676e-01  4.75162311349523e-01
-1.29000000000000e+02  6.72256419352689e-01  8.28149116113222e-01  4.74200791466989e-01
-1.26000000000000e+02  6.29730363198122e-01  9.05947562062742e-01  4.76590808585826e-01
-1.23000000000000e+02  5.87212195998562e-01  9.84174237376048e-01  4.78980825704662e-01
-1.20000000000000e+02  5.44697973276506e-01  1.06265878891147e+00  4.81370842823499e-01
-1.17000000000000e+02  4.94135411056087e-01  1.12745268054950e+00  4.83902018582049e-01
-1.14000000000000e+02  4.43514942440027e-01  1.19255903016860e+00  4.86434256050470e-01
-1.11000000000000e+02  3.92901223513449e-01  1.25855166860928e+00  4.88966493518891e-01
-1.08000000000000e+02  3.38608385319485e-01  1.31003892410989e+00  4.89593535224810e-01
-1.05000000000000e+02  2.82497722437251e-01  1.35435514373272e+00  4.89279248610435e-01
-1.02000000000000e+02  2.26392067975680e-01  1.40051068334272e+00  4.88964961996060e-01
-9.90000000000000e+01  1.70092918916378e-01  1.43787203069363e+00  4.87123644370054e-01
-9.60000000000000e+01  1.13395588390655e-01  1.45700462506534e+00  4.82139957506214e-01
-9.30000000000000e+01  5.66968312916153e-02  1.47759340910043e+00  4.77156270642373e-01
-9.00000000000000e+01 -2.63631589836811e-06  1.49877908109636e+00  4.72138407140760e-01
-8.70000000000000e+01 -5.67023203953737e-02  1.47740052473616e+00  4.58386155096489e-01
-8.40000000000000e+01 -1.13401287592752e-01  1.45679955066271e+00  4.44633903052218e-01
-8.10000000000000e+01 -1.70098828216814e-01  1.43765350046587e+00  4.30881651007947e-01
-7.80000000000000e+01 -2.26406149884437e-01  1.40061972326954e+00  4.15183968328065e-01
-7.50000000000000e+01 -2.82513899389060e-01  1.35446629537868e+00  3.98491313693048e-01
-7.20000000000000e+01 -3.38626657314344e-01  1.31015312007622e+00  3.81798659058032e-01
-6.90000000000000e+01 -3.92875806072178e-01  1.25848203286523e+00  3.64728269220471e-01
-6.60000000000000e+01 -4.43482880333182e-01  1.19247739598575e+00  3.46919711666968e-01
-6.30000000000000e+01 -4.94096704283666e-01  1.12735879641863e+00  3.29111154113465e-01
-6.00000000000000e+01 -5.44713903078892e-01  1.06266415477021e+00  3.11302596559963e-01
-5.70000000000000e+01 -5.87247120060566e-01  9.84219260873768e-01  2.93743969037679e-01
-5.40000000000000e+01 -6.29753621956940e-01  9.05976597532218e-01  2.76186287460159e-01
-5.10000000000000e+01 -6.72268012808322e-01  8.28162418794521e-01  2.58628605882639e-01
-4.80000000000000e+01 -7.10189665961684e-01  7.47531209954373e-01  2.41332688316853e-01
-4.50000000000000e+01 -7.45821935476125e-01  6.65619562900958e-01  2.23745894452652e-01
-4.20000000000000e+01 -8.18962104511245e-01  5.84078963335917e-01  2.06149726221115e-01
-3.90000000000000e+01 -8.92622079751880e-01  5.05970747098200e-01  1.87694031547109e-01
-3.60000000000000e+01 -9.67324500732063e-01  4.29542009001210e-01  1.67549124138626e-01
-3.30000000000000e+01 -1.04202186808338e+00  3.52756905276516e-01  1.47551060218602e-01
-3.00000000000000e+01 -1.11671436217158e+00  2.75968330418862e-01  1.27712259226370e-01
-2.93939393939394e+01 -1.11152783927972e+00  2.65128269707960e-01  1.19388101484207e-01
-2.87878787878788e+01 -1.10634131638786e+00  2.54288208997059e-01  1.11119716039672e-01
-2.81818181818182e+01 -1.10077009666755e+00  2.43448148286158e-01  1.02906089362703e-01
-2.75757575757576e+01 -1.09083562202552e+00  2.32608087575257e-01  9.47462323334020e-02
